t,magnitude,concentration,top_feature_share,abruptness,is_attack
2016-07-28 00:05:00,10.499188248131777,0.7961962871670927,0.031211570871931514,3.830487072652099,1
2016-07-28 00:10:00,12.839798777928142,0.8246671014774394,0.03682564118071191,9.89080793853697,1
2016-07-28 00:15:00,12.242385411343598,0.8325857493622394,0.03954223219073708,9.89080793853697,1
2016-07-28 00:20:00,10.412022998874953,0.8175724551883577,0.036582880948847,4.808064033780951,1
2016-07-28 00:25:00,11.495875548504062,0.8453044289948813,0.041768853562473326,5.077351911169933,1
2016-07-28 00:30:00,10.495798369903724,0.827066539858047,0.038529698279794605,5.077351911169933,1
2016-07-28 00:35:00,10.072662732058182,0.7728571210871011,0.03004018114756704,5.194590332549735,1
2016-07-28 00:40:00,15.299285446894814,0.7984591668495152,0.037744947077957586,22.21628645744973,1
2016-07-28 00:45:00,17.084000493393518,0.8070391180682157,0.03926496399926531,26.486272689378605,1
2016-07-28 00:50:00,25.472792666729532,0.7861758249936759,0.03357162619703898,64.36218525903956,1
2016-07-28 00:55:00,24.094083081290773,0.7892834554358381,0.0329703349997847,64.36218525903956,1
2016-07-28 01:00:00,11.147974799450983,0.7968145638992589,0.03401020156227581,3.3466596981026244,1
2016-07-28 01:05:00,11.810450253225596,0.808178689133069,0.035662267033799364,5.584273848714946,1
2016-07-28 01:10:00,12.054441181194965,0.7990097399733811,0.03314936622716761,5.584273848714946,1
2016-07-28 01:15:00,11.272923860975363,0.8008738505091142,0.033523855410432714,4.00199912641047,1
2016-07-28 01:20:00,11.04157336999197,0.8039981302192567,0.034214006780954855,4.00199912641047,1
2016-07-28 01:25:00,10.898364571729498,0.7873208846153363,0.031166489237248157,3.5906758542371113,1
2016-07-28 01:30:00,11.42445983501599,0.7754118480900903,0.029954105482469663,2.4132137667364035,1
2016-07-28 01:35:00,12.22430930506124,0.7695213434363388,0.03075353754381383,2.4828198481734813,1
2016-07-28 01:40:00,12.667391272317237,0.7745458640901197,0.0323377624588304,2.9653717083638753,1
2016-07-28 01:45:00,12.364770373726822,0.7662743697402009,0.030450940916078244,3.3079888584609574,1
2016-07-28 01:50:00,12.039505026991934,0.7410696941929962,0.026429307515399496,5.075974510070515,1
2016-07-28 01:55:00,12.63820427291341,0.7482854545694599,0.027431942811248493,5.075974510070515,1
2016-07-28 02:00:00,13.012775222906225,0.7492595029193767,0.027031275339376992,4.482531730124815,1
2016-07-28 02:05:00,13.384425960907754,0.7785678092355517,0.030786764441516058,3.6831460821697317,0
2016-07-28 02:10:00,12.732450007612414,0.7971921079542138,0.03287273111983002,3.6831460821697317,0
2016-07-28 02:15:00,11.156313751265225,0.7860708193662692,0.03203941129408977,3.201977413550524,0
2016-07-28 02:20:00,10.573183400340717,0.7691775196887,0.029135336895807495,3.201977413550524,0
2016-07-28 02:25:00,11.144535029679213,0.7410447689400705,0.024485290779970904,2.1873589752540012,0
2016-07-28 02:30:00,11.086996544726542,0.7469191589937663,0.026187561990565756,2.1873589752540012,0
2016-07-28 02:35:00,10.673681854872708,0.7487815926065744,0.027120884366071324,2.0387441370700903,0
2016-07-28 02:40:00,10.95081680064143,0.7449985776553698,0.025244843538818847,2.35192244673047,0
2016-07-28 02:45:00,11.005432118721789,0.7511105352930394,0.02552157910467858,2.35192244673047,0
2016-07-28 02:50:00,11.267744529670226,0.7487232835550067,0.025838987341972187,1.6508650218418985,0
2016-07-28 02:55:00,11.772623594128612,0.766308960017715,0.028665334104030733,2.9775264679290463,0
2016-07-28 03:00:00,10.981378378890975,0.7784223179394079,0.031166505905890894,2.9775264679290463,0
2016-07-28 03:05:00,10.147869603196245,0.7759706882576527,0.03154057921451289,2.351938863222158,0
2016-07-28 03:10:00,9.804315853576615,0.767039563970153,0.0303654246705595,1.903329618091324,0
2016-07-28 03:15:00,9.937529731758264,0.7634744539833086,0.029656255559383816,2.3505102448732798,0
2016-07-28 03:20:00,10.496670142635162,0.7587663867088781,0.02904172500096433,2.3505102448732798,0
2016-07-28 03:25:00,11.090950430450713,0.7675173618783302,0.030513015151610628,3.0931639568736906,0
2016-07-28 03:30:00,11.86516434771471,0.806457437453002,0.03677283526725193,3.6492139596747677,0
2016-07-28 03:35:00,11.662719199924123,0.7994398605912274,0.03557853404879583,3.6492139596747677,0
2016-07-28 03:40:00,10.927111654439878,0.7745721619684178,0.03135053299654851,1.665188181285713,0
2016-07-28 03:45:00,10.600938218818346,0.7688261708136083,0.030374812660880334,1.665188181285713,0
2016-07-28 03:50:00,10.853919653795794,0.7574328007565558,0.028400689571886954,1.630179291428243,0
2016-07-28 03:55:00,11.17416291573863,0.7594148602977289,0.02830452353354864,1.8825523276277072,0
2016-07-28 04:00:00,11.218547384107364,0.7818465135783522,0.030699994624448612,1.8825523276277072,0
2016-07-28 04:05:00,11.166488456745938,0.7654335445010821,0.02878178862281449,1.733519972314687,0
2016-07-28 04:10:00,10.937375286718119,0.7373322311417256,0.026356021031397246,2.13285762428117,0
2016-07-28 04:15:00,10.817521643540406,0.742046668205976,0.026866087204496902,2.13285762428117,0
2016-07-28 04:20:00,10.8974248287395,0.7321926581404472,0.02545772370378817,2.258654651926866,0
2016-07-28 04:25:00,11.301122049328836,0.7294957208214037,0.025178319314883946,2.258654651926866,0
2016-07-28 04:30:00,12.05376244401608,0.7616205555795001,0.029256488457532776,2.0320280204280348,0
2016-07-28 04:35:00,12.89098977111397,0.7720699654358176,0.029830385950886405,5.169963695677202,0
2016-07-28 04:40:00,12.76003258163141,0.7465907546095685,0.025547034721886568,5.169963695677202,0
2016-07-28 04:45:00,12.258706442987735,0.728848853022044,0.023674653215725917,1.8757755784268721,0
2016-07-28 04:50:00,12.17910407472519,0.7394983219845588,0.025864790244049484,3.3835901996701994,0
2016-07-28 04:55:00,12.365746506616304,0.7487953845453037,0.025903281707540464,3.3835901996701994,0
2016-07-28 05:00:00,12.174259670671633,0.7455057898539759,0.024914656425620622,2.6587248411677353,0
2016-07-28 05:05:00,11.995183324529282,0.7381657922350993,0.025030660825084698,2.1463600678869312,0
2016-07-28 05:10:00,12.637597303049954,0.7272380064039862,0.023674672243670387,2.1463600678869312,0
2016-07-28 05:15:00,13.154537024404656,0.7287109523607829,0.02322361834406897,3.353418034705582,0
2016-07-28 05:20:00,13.023921801060428,0.7313205379357774,0.023400285464715315,3.353418034705582,0
2016-07-28 05:25:00,12.567228354796407,0.7337621899110555,0.02378581245132832,2.246661999859712,0
2016-07-28 05:30:00,12.777049688534628,0.7596858504204016,0.03029648683881612,5.8296359554195885,0
2016-07-28 05:35:00,12.87742997044344,0.7708278536185267,0.03337567043157366,5.8296359554195885,0
